Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/NY-PRL-2021_0412_01B08/2021	EPI_ISL_1635602	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01A10/2021	EPI_ISL_1635603	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/NY-PRL-2021_0412_01E23/2021	EPI_ISL_1635606	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01B12/2021	EPI_ISL_1635608	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (7.87% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00N13/2021	EPI_ISL_1635609	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01E17/2021	EPI_ISL_1635610	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.27% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01L16/2021	EPI_ISL_1635613	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.24% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00P20/2021	EPI_ISL_1635616	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00N18/2021	EPI_ISL_1635617	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.77% of overall sequence). Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.1	GR
hCoV-19/USA/NY-PRL-2021_0412_00P01/2021	EPI_ISL_1635618	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01E06/2021	EPI_ISL_1635619	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01G07/2021	EPI_ISL_1635620	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (5.05% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01B23/2021	EPI_ISL_1635621	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.09% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01N07/2021	EPI_ISL_1635623	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.86% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00O19/2021	EPI_ISL_1635625	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.83% of overall sequence). NS7a_Q62stop results in 49.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01G12/2021	EPI_ISL_1635626	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01J21/2021	EPI_ISL_1635629	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.77% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01B17/2021	EPI_ISL_1635630	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01N02/2021	EPI_ISL_1635632	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.73% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 27 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/NY-PRL-2021_0412_01H01/2021	EPI_ISL_1635633	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.37% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01A04/2021	EPI_ISL_1635634	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01L22/2021	EPI_ISL_1635635	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01G18/2021	EPI_ISL_1635638	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.131	GH
hCoV-19/USA/NY-PRL-2021_0412_01I23/2021	EPI_ISL_1635640	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/NY-PRL-2021_0412_00P13/2021	EPI_ISL_1635642	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01N13/2021	EPI_ISL_1635644	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.16% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01C14/2021	EPI_ISL_1635646	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.09% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00P14/2021	EPI_ISL_1635647	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01I17/2021	EPI_ISL_1635648	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/CA-CDC-FG-021365/2021	EPI_ISL_1666401	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021366/2021	EPI_ISL_1666402	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021392/2021	EPI_ISL_1666420	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021393/2021	EPI_ISL_1666421	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021394/2021	EPI_ISL_1666422	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.52% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021395/2021	EPI_ISL_1666423	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.15% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 20 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021396/2021	EPI_ISL_1666424	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.43% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 20 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021397/2021	EPI_ISL_1666425	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (3.93% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 20 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021398/2021	EPI_ISL_1666426	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021399/2021	EPI_ISL_1666427	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021400/2021	EPI_ISL_1666428	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021402/2021	EPI_ISL_1666429	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021403/2021	EPI_ISL_1666430	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021404/2021	EPI_ISL_1666431	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.519	GR
hCoV-19/USA/CA-CDC-FG-021405/2021	EPI_ISL_1666432	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/CA-CDC-FG-021406/2021	EPI_ISL_1666433	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.04% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021407/2021	EPI_ISL_1666434	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021408/2021	EPI_ISL_1666435	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.03% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GR
hCoV-19/USA/CA-CDC-FG-021411/2021	EPI_ISL_1666436	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021412/2021	EPI_ISL_1666437	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.617.2	G
hCoV-19/USA/CA-CDC-FG-021413/2021	EPI_ISL_1666438	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.617.2	G
hCoV-19/USA/CA-CDC-FG-021414/2021	EPI_ISL_1666439	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/CA-CDC-FG-021415/2021	EPI_ISL_1666440	2021-04-13	North America / USA / California	Human	Original	Nasopharyngeal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.429	GH
hCoV-19/USA/CA-CDC-FG-021416/2021	EPI_ISL_1666441	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 37 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021417/2021	EPI_ISL_1666442	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021418/2021	EPI_ISL_1666443	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/CA-CDC-FG-021421/2021	EPI_ISL_1666444	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021422/2021	EPI_ISL_1666445	2021-04-13	North America / USA / California	Human	Original	Nasopharyngeal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (4.04% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-021423/2021	EPI_ISL_1666446	2021-04-13	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
